ID,Cena,Metraż,Pokoje,Lokalizacja,Ulica,Typ,Bez Pośredników,Opis,Link
3939502,515000,40.0,2,Warszawa Białołęka,ul. Marii Callas,Mieszkanie,Tak,"Oferujemy na sprzedaż nowoczesne gotowe mieszkanie w stanie deweloperskim (ściany i sufit są już pomalowane na biało, został wymieniony grzejnik. Zostało jeszcze zrobić łazienkę i położyć podłogę).

Miwszkanie jest położone na nowym osiedlu znajdującym się przy ul. Marii Callas 8A w Warszawie, Osied...",https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-marii-callas-2-pokojowe-d0c5r1
3939492,770000,45.0,2,Warszawa Ursus,ul. Herbu Oksza,Mieszkanie,Tak,"Na sprzedaż mam nowoczesne, 2-pokojowe mieszkanie (45,77 m²) przy ul. Herbu Oksza 25 (inwestycja Stacja Nowy Ursus ROBYG).
Idealna propozycja dla osób, które chcą mieć wszystko ""pod nosem"" (Biedronka, Castorama, Hebe, Apteki, Siłownia, fitness, restauracje czy kawiarnie).

Ostatnie piętro (7/7) -&gt...",https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-herbu-oksza-2-pokojowe-t2y3z8
3808476,,38.0,2,Warszawa Białołęka,ul. Ruskowy Bród,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 38,03 m² w inwestycji Aroniowa Vita dewelopera DEVELIA, na parterze w budynku 57C pod adresem ul. Ruskowy Bród 57C, Warszawa Białołęka. Planowany termin oddania to III kwartał 2027 roku.

Białołęka to dynamicznie rozwijająca się dzielnica Warszawy, ale zachow...",https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-ruskowy-brod-2-pokojowe-s4r1k3
3939198,1980000,93.0,4,Warszawa Mokotów,ul. Puławska,Mieszkanie,Nie,"Mam przyjemność zaprezentować Państwu wyjątkowy apartament w inwestycji zrealizowanej przez dewelopera Skanska (osiedle Galopu).
Wyjątkowym atutem lokalizacji jest bezpośrednie sąsiedztwo Toru Wyścigów Konnych Służewiec - legendarnego kompleksu o unikalnej architekturze i ogromnych terenach zielonyc...",https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-pulawska-4-pokojowe-o9i0i9
3939192,909000,58.0,3,Warszawa Białołęka,ul. Starowiślna,Mieszkanie,Nie,"OFERTA TYLKO U NAS !!! PIĘKNE 3 POKOJOWE MIESZKANIE DO WPROWADZENIA !!! OSIEDLE PORT ŻERAŃ !!! MIEJSCE POSTOJOWE W GARAŻU !!! 
Do sprzedaży piękne oraz bardzo funkcjonalne 3 pokojowe mieszkanie o pow. prawie 60 m2 urządzone w nowoczesnym stylu i znajdujące się na osiedlu wybudowanym przez Dom Develo...",https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-starowislna-3-pokojowe-u4d1r9
3939400,1480000,70.0,3,Warszawa Wilanów,ul. Sarmacka,Mieszkanie,Tak,"Sprzedaję 3-pokojowe mieszkanie w Miasteczku Wilanów. 
Mieszkanie zostało wyremontowane około rok temu i charakteryzuje się podwyższonym standardem wykończenia (m.in. nowy parkiet, nowa kuchnia itp.). 
Mieszkanie o powierzchni 70,66 m² znajduje się na 3. piętrze i jest skierowane na południe i zachó...",https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sarmacka-3-pokojowe-s8g8l3
3939050,1120000,67.0,3,Warszawa Targówek,ul. Pohulanka,Mieszkanie,Tak,"OPIS
Przestronne i jasne 3-pokojowe mieszkanie z loggią, miejscem postojowym w garażu i komórką lokatorską (murowana, nie box).
Położone na pierwszym piętrze nowoczesnego budynku przy ul. Pohulanka 10 na Osiedlu Wilno na Targówku.

MIESZKANIE
- 3 pokoje
- powierzchnia 67,41 m²
- 1 piętro
- loggia 9m...",https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-pohulanka-3-pokojowe-d5n7v6
3529966,,42.0,2,Warszawa Praga-Południe,ul. Podskarbińska,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 42,37 m² w inwestycji Aleje Praskie dewelopera DEVELIA, na parterze pod adresem ul. Podskarbińska, Warszawa Praga-Południe. Planowany termin oddania to III kwartał 2025 roku.

O inwestycji

Aleje Praskie to nowoczesna inwestycja w sercu Pragi Południe, w je...",https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-podskarbinska-2-pokojowe-o4p8h9
3939160,890000,45.0,2,Warszawa Ochota,ul. Włodarzewska,Mieszkanie,Nie,"2-pokojowe mieszkanie zlokalizowane na Ochocie przy ul. Włodarzewskiej 

BUDYNEK/OSIEDLE
Mieszkanie znajduje się na 3  piętrze w 8  piętrowym budynku.

Rok budowy: 2008

NIERUCHOMOŚĆ
Mieszkanie o powierzchni  45m2 składa się z:
-salonu z aneksem kuchennym,
-sypialni,
-łazienki,
-przedpokoju.

Powier...",https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wlodarzewska-2-pokojowe-o5m7z4
3939156,448000,28.0,1,Warszawa Bielany,ul. Bolesława Podczaszyńskiego,Mieszkanie,Nie,"1-pokojowe mieszkanie zlokalizowane na Bielanach przy ul. Podczaszyńskiego 

BUDYNEK/OSIEDLE
Mieszkanie znajduje się na 1  piętrze w  4 piętrowym budynku.

Rok budowy: 1952

NIERUCHOMOŚĆ
Mieszkanie o powierzchni 28,05 m2 składa się z:
-pokoju dziennego,
-oddzielnej kuchni,
-łazienki,
-przedpokoju.

...",https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-boleslawa-podczaszynskiego-1-pokoj-l1j9p2
3939008,830000,65.0,3,Warszawa Białołęka,ul. Flisaków,Mieszkanie,Tak,"Światło i ekspozycja
Mieszkanie jest dwustronne (wschód-zachód).
W sypialni budzi poranne słońce, a w salonie można podziwiać piękne zachody. Naturalne światło towarzyszy wnętrzom przez cały dzień.

Rozkład
- Salon - 16,23 m² (wyjście na balkon 10,40 m²)
- Oddzielna, jasna kuchnia - 7,82 m²
- Sypial...",https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-flisakow-3-pokojowe-o8y3c1
3938852,530000,29.0,1,Warszawa,Wawer,Mieszkanie,Tak,"Sprzedam przytulną i jasną kawalerkę, w stanie do zamieszkania.

Mieszkanie znajduje się w Wawrze, w bezpośredniej bliskości Wału Miedzeszyńskiego, co znacznie ułatwia komunikację z pozostałymi dzielnicami.

Kawalerkę wyróżnia dwustronny układ, w którym każde pomieszczenie, łącznie z łazienką, ma ok...",https://adresowo.pl/o/mieszkanie-warszawa-wawer-1-pokoj-29-m2-f5z6p7
3823838,,45.0,2,Warszawa Włochy,al. Krakowska,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 45,03 m² w inwestycji Krakowska Vita dewelopera DEVELIA, na parterze w budynku 279 pod adresem al. Krakowska 279, Warszawa Włochy. Planowany termin oddania to III kwartał 2027 roku.

Oferta
W ramach inwestycji powstanie łącznie 300 mieszkań o przemyślanych i...",https://adresowo.pl/o/mieszkanie-warszawa-wlochy-al-krakowska-2-pokojowe-z8h2j2
3939154,480000,28.0,1,Warszawa Wola,ul. Obozowa,Mieszkanie,Nie,"1-pokojowe mieszkanie zlokalizowane na Woli przy ul. Obozowej 

BUDYNEK/OSIEDLE
Mieszkanie znajduje się na 1  piętrze w  2 piętrowym budynku.

Rok budowy: 1935

NIERUCHOMOŚĆ
Mieszkanie o powierzchni  28m2 składa się z:
-pokoju dziennego z wydzieloną małą sypialnią,
-oddzielnej kuchni,
-łazienki,
-WC...",https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-obozowa-1-pokoj-c7d3x1
3939152,319000,41.0,1,Warszawa Targówek,ul. Rusiecka,Mieszkanie,Nie,"Na sprzedaż 1-pokojowe mieszkanie 41,22m2 (użytkowa 22,4m2), poddasze/3 bez windy, w budynku z 1982r. Targówek, Zacisze.
Po remoncie, idealne dla singla/singielki lub pary, także inwestycyjnie pod wynajem. Meble ruchome do uzgodnienia.
Mieszkanie to: 
* pokój z aneksem kuchennym: kanapa, stół, krzes...",https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-rusiecka-1-pokoj-c8l8r7
3938802,700000,54.0,2,Warszawa Białołęka,ul. Skarbka z Gór,Mieszkanie,Tak,"Słoneczne mieszkanie 54,2 m² z balkonem i miejscem parkingowym - Warszawa, os. Derby, ul. Skarbka z Gór 69C.

Na sprzedaż komfortowe, narożne mieszkanie o powierzchni 54,2 m², położone na II piętrze w kameralnej części zamkniętego i monitorowanego osiedla Derby. Lokal znajduje się w głębi osiedla - ...",https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-skarbka-z-gor-2-pokojowe-i4n1s9
3938798,550000,38.0,2,Warszawa Sadyba,ul. św. Bonifacego,Mieszkanie,Tak,"Dwa pokoje, widna kuchnia. Księga wieczysta, pełna własność, sprzedaż bezpośrednio. Mieszkanie do remontu. Mały balkon, piwnica. Blok: piętro 7/10. Dwie windy. W bloku domofon. Na piętrze domofon - korytarz zamykany z miejscem na wózek lub rower. Cicho i bezpiecznie. Księga wieczysta, nikt nie jest ...",https://adresowo.pl/o/mieszkanie-warszawa-sadyba-ul-sw-bonifacego-2-pokojowe-r0f0e6
3530840,,45.0,2,Warszawa Targówek,ul. Oliwska,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 45,52 m² w inwestycji Oliwska Vita dewelopera DEVELIA, na 3 piętrze w budynku 5C pod adresem ul. Oliwska 5C, Warszawa Targówek. Planowany termin oddania to I kwartał 2026 roku.

Lokalizacja
Oliwska Vita to nowy projekt na mieszkaniowej mapie Warszawy, który ...",https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-oliwska-2-pokojowe-a9q5b7
3939144,1350000,61.0,2,Warszawa Wilanów,ul. abp. Józefa Teodorowicza,Mieszkanie,Nie,"Atuty nieruchomości w skrócie !
| 61,79 mkw | 2 pokoje | aneks kuchenny | 2 ogródki z tarasami | parter | budynek z 2015 r. | osiedle strzeżone | monitoring | wysoki standard wykończenia | podwyższone sufity | miejsce postojowe w garażu podziemnym |
Mieszkanie
Przedstawiam komfortowe, eleganckie i b...",https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-abp-jozefa-teodorowicza-2-pokojowe-j5y2z6
3939136,1900000,86.0,4,Warszawa Żoliborz,ul. Burakowska,Mieszkanie,Nie,"4-pokojowe mieszkanie zlokalizowane na  Żoliborzu przy ul. Burakowskiej 

BUDYNEK/OSIEDLE
Mieszkanie znajduje się na  1 piętrze w 9  piętrowym budynku.

Rok budowy: 2017

NIERUCHOMOŚĆ
Mieszkanie o powierzchni  86,98m2 składa się z:
-salonu z kuchnią,
-trzech sypialni,
-dwóch łazienek,
-holu.

Powier...",https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-burakowska-4-pokojowe-g0g5a7
3938778,690000,35.0,2,Warszawa,Saska Kępa,Mieszkanie,Tak,"Sprzedam 2 pokoje na Starej Saskiej Kępie. Mieszkanie ma 32 m2 plus 5 m2 suchej piwnicy. Znajduje się na 1 piętrze w cichym, spokojnym miejscu. Budynek, w którym jest mieszkanie, ma 4 piętra i duży ogród. W pobliżu budynku znajduje się obszerna infrastruktura komunikacyjna z możliwością dojazdu w do...",https://adresowo.pl/o/mieszkanie-warszawa-saska-kepa-2-pokojowe-35-m2-z7n7b8
3760212,,37.0,2,Warszawa Rembertów,ul. Stanisława Fiszera,Mieszkanie,Tak,"Nowe mieszkanie 2-pokojowe o powierzchni 37,90 m² w inwestycji Stacja Rembertów dewelopera DEVELIA, na 1 piętrze w budynku 36 pod adresem ul. Stanisława Fiszera 36, Warszawa Rembertów. Planowany termin oddania to II kwartał 2027 roku.

LOKALIZACJA
Stacja Rembertów powstaje zaledwie 200 metrów od st...",https://adresowo.pl/o/mieszkanie-warszawa-rembertow-ul-stanislawa-fiszera-2-pokojowe-m6u2d2
3939138,860000,60.0,3,Warszawa Ursynów,ul. Hawajska,Mieszkanie,Nie,"3-pokojowe mieszkanie zlokalizowane na Ursynowie przy ul. Hawajskiej 

BUDYNEK/OSIEDLE
Mieszkanie znajduje się na  4 piętrze w  12 piętrowym budynku.

Rok budowy: 1979

NIERUCHOMOŚĆ
Mieszkanie o powierzchni  60,40m2 składa się z:
-trzech pokoi,
-oddzielnej, widnej kuchni,
-łazienki,
-WC,
-przedpokoj...",https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-hawajska-3-pokojowe-q6z0y2
3939124,650000,46.0,2,Warszawa Targówek,ul. Krasiczyńska,Mieszkanie,Nie,"OFERTA TYLKO U NAS !!! PRZY METRZE KONDRATOWICZA !!! MIEJSCE POSTOJOWE NA PARKINGU SPOŁECZNYM !!! 
Prezentuję Państwu przestronne 2 pokojowe mieszkanie po remoncie przeprowadzonym kilka lat temu. Oddzielna i widna kuchnia, świetna lokalizacja oraz uregulowany stan prawny gruntu to jedne z wielu zale...",https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krasiczynska-2-pokojowe-o0x1r3
