ID,Cena,Metraż,Pokoje,Lokalizacja,Ulica,Typ,Bez Pośredników,Opis,Link
3853246,1550000,88.0,4,Kraków Prądnik Biały,ul. Papierni Prądnickich,Mieszkanie,Nie,"Na sprzedaż wyjątkowy apartament o powierzchni 88,93 m2 w stanie deweloperskim
z widokowym tarasem o powierzchni 40 m2 oraz 3 miejscami postojowymi i komórka lokatorską
w podziemnej hali garażowej w północnej części Krakowa przy ulicy Papierni Prądnickich 71.

Istnieje możliwość zmiany układu aparta...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-papierni-pradnickich-4-pokojowe-i0v9q2
3814498,850000,51.0,3,Kraków Prokocim,ul. Jana Kozietulskiego,Mieszkanie,Tak,"Oferta bezpośrednia, nie jesteśmy zainteresowani udziałem biura nieruchomości.
Sprzedam przestronne i słoneczne mieszkanie o powierzchni 51,40 m², położone na 10. piętrze w zadbanym, ocieplonym budynku z windą. Lokal znajduje się w spokojnej, zielonej i dobrze skomunikowanej części Krakowa, z szybki...",https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-jana-kozietulskiego-3-pokojowe-w8v1j1
3848196,690000,55.0,3,Kraków Wzgórza Krzesławickie,os. Na Stoku,Mieszkanie,Tak,"Sprzedam duże 3-pokojowe mieszkanie położone na 8 piętrze w 10-piętrowym bloku na terenie Dzielnicy XVII Wzgórza Krzesławickie na osiedlu Na Stoku 31 w Krakowie. Mieszkanie posiada 3 pokoje, kuchnię, łazienkę, przestronny korytarz, otwarty balkon, piwnicę, dodatkowo istnieje możliwość kontynuacji uż...",https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-os-na-stoku-3-pokojowe-l6t1o2
3845796,1088000,64.0,3,Kraków Dąbie,ul. Bajeczna,Mieszkanie,Tak,"Do sprzedania mieszkanie 64m2 (17.000 za m2).

Lokalizacja: ul. Bajeczna 2B na Dąbiu.

Szczegóły mieszkania:
- 3 pokoje
- 2 łazienki (jedna z wanną, druga z prysznicem)
- osobna kuchnia
- loggia
- 3 ściany zewnętrzne skierowane na wschód, południe, zachód.

Opis pomieszczeń:
- Dwa pokoje przygotowan...",https://adresowo.pl/o/mieszkanie-krakow-dabie-ul-bajeczna-3-pokojowe-m6t0h3
3845042,1390000,60.0,3,Kraków,Stare Miasto,Mieszkanie,Tak,"Oferuję na sprzedaż komfortowe mieszkanie o powierzchni 60 m², usytuowane na pierwszym piętrze kamienicy.
Wnętrze składa się z trzech pokoi, kuchni oraz łazienki.
Mieszkanie jest w pełni umeblowane i wykończone w wysokim standardzie.
Jasne kolory ścian oraz nowoczesne meble tworzą przytulną atmosfer...",https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-3-pokojowe-60-m2-k2n4x2
3852696,419000,63.0,4,Kraków,ul. Leonida Teligi,Mieszkanie,Nie,"Polecamy Państwu na sprzedaż cztero-pokojowe mieszkanie zlokalizowane na 3 piętrze w bloku przy ulicy Teligi w Krakowie. 
Mieszkanie w stanie do kapitalnego remontu. Okna drewniane.
Do mieszkania przynależy piwnica o powierzchni około 5m2. 

UWAGA:
Mieszkanie z lokatorem. Lokator nie płaci i ma wpis...",https://adresowo.pl/o/mieszkanie-krakow-ul-leonida-teligi-4-pokojowe-p4l4g3
3851196,1850000,98.0,4,Kraków Stare Miasto,ul. Mikołaja Zyblikiewicza,Mieszkanie,Nie,"| 
    Na sprzedaż wyjątkowe mieszkanie inwestycyjne na Starym Mieście w okolicach Poczty Głównej.    
 
Zadbana kamienica i podwórze oraz przytulna klatka schodowa. 
 
Mieszkanie o łącznej powierzchni  98,81 m2  obecnie podzielone jest na 3 niezależne mieszkania pod wynajem: 
 
   Mieszkanie 1 -  k...",https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-mikolaja-zyblikiewicza-4-pokojowe-j8k1d9
3844826,1600000,102.0,4,Kraków Zesławice,ul. Gustawa Morcinka,Mieszkanie,Tak,"Mieszkanie składa się z trzech ponad 10 metrowych sypialni, przestronnego salonu z aneksem kuchennym, dwóch łazienek, garderoby oraz tarasu. Pow. użytkowa to 102,31 m2.
Do mieszkania przynależą dwa miejsca postojowe w garażu podziemnym. Są to miejsca poszerzone z miejscem na rower.
Mieszkanie znajdu...",https://adresowo.pl/o/mieszkanie-krakow-zeslawice-ul-gustawa-morcinka-4-pokojowe-s1n7k0
3842622,1400000,80.0,2,Kraków Stare Miasto,ul. rtm. Zbigniewa Dunin-Wąsowicza,Mieszkanie,Tak,"Do sprzedania mieszkanie o powierzchni 80 m² na drugim piętrze w kamienicy.

Opis mieszkania:
- 2 pokoje, jeden z balkonem
- Kuchnia
- Łazienka
- Przestronny przedpokój
- Piwnica",https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-rtm-zbigniewa-dunin-wasowicza-2-pokojowe-z2x9y5
3839298,1527500,47.0,2,Kraków Stare Miasto,ul. Sukiennicza,Mieszkanie,Tak,"Oferuję na sprzedaż komfortowe mieszkanie o powierzchni 47 m².

Znajduje się na pierwszym piętrze nowoczesnego apartamentowca.
Mieszkanie jest w pełni umeblowane i gotowe do zamieszkania.
Wnętrze charakteryzuje się wysokiej jakości wykończeniem oraz nowoczesnym wystrojem.

Lokalizacja w sercu Krakow...",https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-sukiennicza-2-pokojowe-i8q6a6
3849558,599000,43.0,3,Kraków Olsza,ul. Młyńska,Mieszkanie,Nie,"Na sprzedaż 3-pokojowe mieszkanie o powierzchni 43,4 m², położone w jednej z najbardziej pożądanych dzielnic Krakowa - na Olszy. To idealna propozycja dla osób, które szukają nieruchomości z dużym potencjałem i chcą urządzić ją według własnego stylu.
Atuty mieszkania:
- Świetny układ pomieszczeń, kt...",https://adresowo.pl/o/mieszkanie-krakow-olsza-ul-mlynska-3-pokojowe-j3f3j3
3849490,593979,46.0,3,Kraków,ul. Edwarda Szymańskiego,Mieszkanie,Nie,"Przestronne i komfortowe mieszkanie 3-pokojowe o powierzchni 46,77 m², położone na 3. piętrze w nowoczesnym budynku z windą.

Funkcjonalny rozkład i świetne doświetlenie wnętrz zapewniają maksymalny komfort użytkowania.

 Układ pomieszczeń:
   przedpokój – 6,68 m²
   sypialnia – 8,74 m²
   sypialnia...",https://adresowo.pl/o/mieszkanie-krakow-ul-edwarda-szymanskiego-3-pokojowe-j5a4f0
3839146,639000,38.0,2,Kraków,Czyżyny,Mieszkanie,Tak,"Szukasz swojego pierwszego, wymarzonego ""M""? Marzysz o porannej kawie na dużym tarasie i spacerach wśród zieleni, a jednocześnie chcesz mieć wszystko pod ręką? To oferta idealna dla Ciebie!

Przedstawiam na sprzedaż jasne, ustawne mieszkanie w stanie deweloperskim, usytuowane na 3. piętrze nowoczesn...",https://adresowo.pl/o/mieszkanie-krakow-czyzyny-2-pokojowe-38-m2-g7q8t2
3838920,849999,49.0,2,Kraków Podgórze,ul. Przewóz,Mieszkanie,Tak,"2-pokojowe mieszkanie widokowe z dwoma balkonami typu loggia i oddzielną kuchnią.

Lokalizacja:
Osiedle Nowy Przewóz - spokojna okolica w pobliżu zalewu Bagry i Wisły.
Blisko sklepy spożywcze (Lidl, Biedronka), przedszkole, szkoła podstawowa, żłobek, kawiarnie, restauracja itp.
Świetna komunikacja: ...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-przewoz-2-pokojowe-b2q4n1
3838922,700000,52.0,3,Kraków Wzgórza Krzesławickie,ul. Niebyła,Mieszkanie,Tak,"Mieszkanie 52,5 m² na 3 piętrze z windą w nowym budownictwie. Dodatkowo piwnica 2m² i komórka lokatorska na własność pow. 6m² na tym samym piętrze co mieszkanie. Stan mieszkania i wyposażenia bardzo dobry. Pośrednikom Dziękuję!!!",https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-ul-niebyla-3-pokojowe-w4x5x2
3849488,910000,33.0,2,Kraków Stare Miasto,pl. Nowy,Mieszkanie,Nie,"| 
  *zdjęcia należą do właściciela oferty 
 
Na sprzedaż wyjątkowa nieruchomość w samym sercu krakowskiego Kazimierza - Plac Nowy, 33,82 m². Idealna inwestycja pod wynajem krótkoterminowy!  

 Lokal położony jest bezpośrednio przy  Placu Nowym , w jednej z najpopularniejszych i najbardziej rozpozna...",https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-pl-nowy-2-pokojowe-a6k7e5
3846254,1330000,81.0,4,Kraków Czyżyny,ul. bp. Piotra Tomickiego,Mieszkanie,Nie,"| 
     *zdjęcia i film należą do właściciela    
 
Na sprzedaż: Mieszkanie inwestycyjne 80 m² podzielone na 4 kawalerki | Kraków - ul. Tomickiego |    

 Poszukujesz pewnej i stabilnej inwestycji? Oferujemy wyjątkowe mieszkanie idealnie przygotowane pod najem długoterminowy lub krótkoterminowy. Lok...",https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-bp-piotra-tomickiego-4-pokojowe-m1u4x7
3838926,520000,27.0,1,Kraków Stare Miasto,ul. Helclów,Mieszkanie,Tak,"Do sprzedania nowo wybudowane mieszkanie na poddaszu zabytkowej kamienicy przy ul. Helclów 9 w Krakowie.

Ogrzewanie elektryczne /przygotowana instalacja pod klimatyzację/.

Części wspólne po generalnym remoncie, planowana remont konserwatorski elewacji frontowej.

Założone księgi wieczyste lokalowe...",https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-helclow-1-pokoj-q9r6s7
3838540,1235000,68.0,3,Kraków Prądnik Biały,ul. Eljasza Walerego Radzikowskiego,Mieszkanie,Tak,"Zapraszam do zakupu trzypokojowego mieszkania o powierzchni 68,16m2 (+ balkon 6,60m2) z dwiema łazienkami, położonego przy ulicy Radzikowskiego 98. W  bezpośrednim sąsiedztwie Lidl, Galeria Bronowice, Castorama, IKEA. O trzy minuty pieszo oddalony sklep spożywczy i przystanek autobusowy „Czerwieński...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-eljasza-walerego-radzikowskiego-3-pokojowe-t4y2s4
3838534,1080000,60.0,3,Kraków Prądnik Biały,ul. Eljasza Walerego Radzikowskiego,Mieszkanie,Tak,"Zapraszam do zakupu trzypokojowego mieszkania o powierzchni 60,12m2 (+ balkon 16,47m2), położonego przy ulicy Radzikowskiego 98. W  bezpośrednim sąsiedztwie Lidl, Galeria Bronowice, Castorama, IKEA. O trzy minuty pieszo oddalony sklep spożywczy i przystanek autobusowy „Czerwieńskiego” oraz „Fiszera”...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-eljasza-walerego-radzikowskiego-3-pokojowe-e6q2j9
3846210,1655000,90.0,4,Kraków Podgórze,ul. Puszkarska,Mieszkanie,Nie,"Przedstawiam Państwu na sprzedaż 4-pokojowe mieszkanie o powierzchni 87,48 m², zlokalizowane w prestiżowej inwestycji przy ul. Puszkarskiej w Krakowie (Podgórze).
 To idealna propozycja dla rodziny, ceniącej nowoczesny standard, świetną komunikację oraz bliskość natury i miejskiej infrastruktury.
Na...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-puszkarska-4-pokojowe-w8q3b4
3845986,649000,48.0,3,Kraków Swoszowice,ul. Macieja Dębskiego,Mieszkanie,Nie,"| 
  SPRZEDAM 3-POKOJOWE MIESZKANIE W SWOSZOWICACH.  
 
Mieszkanie znajduje się na końcu osiedla Opatkowice, co dodaje prywatności i kameralności w miejscu idealnym dla rodzin z dziećmi pełnym zieleni, placów zabaw, tylko 2 minuty spacerem od stacji kolejowej ""Kraków Opatkowice"". 
 
Ulica Dębskiego ...",https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-macieja-debskiego-3-pokojowe-b7x4v7
3836980,669000,49.0,3,Kraków Opatkowice,ul. Macieja Dębskiego,Mieszkanie,Tak,"Witam,

Sprzedam mieszkanie 3-pokojowe na ulicy Macieja Dębskiego.

Mieszkanie odświeżone kilka lat temu, kuchnia w stanie bardzo dobrym, w pełni wyposażona. Łazienka również w stanie bardzo dobrym.
Sprzęty takie jak lodówka, pralka, czy zmywarka pozostają na wyposażeniu mieszkania, zdecydowana więk...",https://adresowo.pl/o/mieszkanie-krakow-opatkowice-ul-macieja-debskiego-3-pokojowe-w2e4q0
3836970,729000,54.0,3,Kraków Bieżanów,ul. Henryka i Karola Czeczów,Mieszkanie,Tak,"Sprzedam wyjątkowe mieszkanie 54,5 m² - Kraków, os. Złocień.

Cena mieszkania: 729 000 zł
Miejsce postojowe w garażu podziemnym: 89 000 zł (opcjonalnie).

Jeśli szukasz mieszkania, które od razu daje poczucie spokoju, bezpieczeństwa i komfortu - miejsca, do którego chce się wracać - to ta oferta będ...",https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-3-pokojowe-i4l2n4
3836396,760000,46.0,2,Kraków Swoszowice,ul. Borkowska,Mieszkanie,Tak,"Na sprzedaż oferuję komfortowe, umeblowane mieszkanie o wysokim standardzie, powierzchnia 46 m², zlokalizowane przy ul. Borkowskiej w Krakowie.
Lokal znajduje się na 3, ostatnim piętrze budynku na terenie osiedla z pełną infrastrukturą. Mieszkanie w otoczeniu zieleni i kameralnej zabudowy.
Mieszkani...",https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-borkowska-2-pokojowe-l6m4s9
3843684,611780,36.0,2,Kraków Czyżyny,ul. Sołtysowska,Mieszkanie,Nie,"Polecamy na sprzedaż 2-pokojowe mieszkanie z ogródkiem w nowym bloku na ul. Sołtysowskiej. Mieszkanie w południowej ekspozycji sprzedawane w stanie deweloperskim. 
Na życzenie Klienta może być również wykończone i umeblowane za dopłatą. 
Mieszkanie składa się z :
- salonu z aneksem kuchennym i wyjśc...",https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-soltysowska-2-pokojowe-d4w5m3
3843580,524800,43.0,3,Kraków Nowa Huta,os. Krakowiaków,Mieszkanie,Nie,"| 
  Kraków, Nowa Huta - Osiedle Krakowiaków  
Na sprzedaż mieszkanie położone na 10. piętrze jedenastopiętrowego budynku z 1970 roku. Budynek podłączony jest do miejskiej sieci ciepłowniczej, natomiast ciepła woda dostarczana jest z bojlera elektrycznego. Wysokość pomieszczeń wynosi 2,47 metra. Mie...",https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-krakowiakow-3-pokojowe-e8q6s3
3836348,669000,45.0,3,Kraków Bieńczyce,ul. Spytka z Melsztyna,Mieszkanie,Tak,"Oferuję do sprzedaży 3 sypialnie oraz salon z aneksem kuchennym, balkon, piwnica.

Mieszkanie po generalnym remoncie 7 lat temu.

Do wejścia. Zostaje większość mebli.

Miejsca parkingowe ogólnodostępne pod blokiem.

Spółdzielcze własnościowe z księgą wieczystą.

Powierzchnia 45 m2 + piwnica 2m.

Pod...",https://adresowo.pl/o/mieszkanie-krakow-bienczyce-ul-spytka-z-melsztyna-3-pokojowe-m7r7x2
3836060,1120000,59.0,3,Kraków Bronowice,ul. Stańczyka,Mieszkanie,Tak,"Sprzedam mieszkanie trzypokojowe, z obszernym tarasem, z pełnym wyposażeniem, o powierzchni około 60 m2.
Oferowane mieszkanie znajduje się na wysokim parterze trzypiętrowego segmentu, położonego w doskonałej lokalizacji; przy ul. Stańczyka - na nowoczesnym i estetycznym osiedlu Oaza Bronowice.

Rozk...",https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-stanczyka-3-pokojowe-i6c1y4
3835638,720000,54.0,3,Kraków Prądnik Biały,ul. Krowoderskich Zuchów,Mieszkanie,Tak,"Na sprzedaż mieszkanie o powierzchni 54 m² na trzecim piętrze w bloku z pełną własnością.

Posiada jasny przechodni salon z wyjściem na balkon. Kuchnia jest oddzielna, ale istnieje możliwość przeniesienia jej do salonu i stworzenia dodatkowego pokoju (układ wtedy: salon z aneksem kuchennym + 3 osobn...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-krowoderskich-zuchow-3-pokojowe-p8w9p2
3843578,815000,58.0,3,Kraków Dębniki,ul. Obozowa,Mieszkanie,Nie,"| 
            Sprzedam ustawne, 3-pokojowe mieszkanie dla rozwojowej rodziny na ul. Obozowej, os.Ruczaj / 2 balkony / duża piwnica (jedyna w tym budynku) / wspólny taras dla mieszkańców na dachu    
 
 Do sprzedaży oferuję mieszkanie usytuowane na drugim piętrze w 4-piętrowym budynku zlokalizowanym...",https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-obozowa-3-pokojowe-j7p0f2
3842560,1375000,75.0,3,Kraków Podgórze,ul. Kalwaryjska,Mieszkanie,Nie,"| 
   Klimatyczne, wysokie 3-pokojowe mieszkanie z balkonem - Stare Podgórze, ul. Kalwaryjska - 75 m²   

  Biuro Nieruchomości  Bracia Sadurscy  prezentuje na sprzedaż wyjątkowe mieszkanie zlokalizowane w samym sercu Starego Podgórza - przy ul. Kalwaryjskiej, jednej z najbardziej charakterystycznyc...",https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-kalwaryjska-3-pokojowe-r7h8o6
3835624,560000,43.0,2,Kraków Bieżanów,ul. Alberta Schweitzera,Mieszkanie,Tak,"Mieszkanie znajduje się na 2 piętrze.
Lokal składa się z dwóch oddzielnych pokoi, łazienki, kuchni i przedpokoju.
Powierzchnia użytkowa mieszkania to 43 m2.
Do mieszkania przynależy ładny taras i piwnica.",https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-alberta-schweitzera-2-pokojowe-f2t7p0
3835224,949000,68.0,3,Kraków Prądnik Biały,ul. abp. Zygmunta Szczęsnego Felińskiego,Mieszkanie,Tak,"Biurom Nieruchomości dziękuję.

Witam,

Sprzedam mieszkanie na Prądniku Białym przy ulicy Felińskiego 20a o powierzchni 68,34m2.

Mieszkanie położone jest na 4. piętrze w pięciopiętrowym bloku z WINDĄ (blok z 2010 r. wykonany z pustaka ceramicznego) i składa się z:
- dwóch oddzielnych pokoi,
- salon...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-abp-zygmunta-szczesnego-felinskiego-3-pokojowe-j5b1l3
3835002,775000,50.0,2,Kraków Rakowice,ul. Śliczna,Mieszkanie,Tak,"Na sprzedaż 2-pokojowe mieszkanie z oddzielną kuchnią w centrum Krakowa. Oferuję na sprzedaż atrakcyjne, jasne i funkcjonalne mieszkanie o powierzchni 49,7 m² z balkonem, na 6 piętrze z windą, położone w świetnej lokalizacji - ul. Śliczna.

Mieszkanie składa się z:
- przestronnego salonu z balkonem,...",https://adresowo.pl/o/mieszkanie-krakow-rakowice-ul-sliczna-2-pokojowe-w4m2j8
3842466,629000,45.0,2,Kraków Prądnik Biały,ul. Turystyczna,Mieszkanie,Nie,"OFERTA NA WYŁĄCZNOŚĆ!
Na sprzedaż mieszkanie o powierzchni 45,90 m², zlokalizowane przy ul. Turystycznej w dzielnicy Prądnik Biały.
NAJWAŻNIEJSZE INFORMACJE:

2 oddzielne pokoje
Oddzielna kuchnia z oknem
Piętro: 6 / 10 z windą
Ekspozycja: zachód
Ogrzewanie i ciepła woda z sieci miejskiej (MPEC)
Piwn...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-turystyczna-2-pokojowe-u7b0q3
3839700,1100000,84.0,3,Kraków Dębniki,ul. Mieczykowa,Mieszkanie,Nie,"| 
  Kliny, ul. Mieczykowa. 3 pokojowe mieszkanie - 84,08 m 2  z miejscem postojowym.  

 Funkcjonalne, dwustronne, w pełni rozkładowe, starannie wykończone mieszkanie z balkonem na 1 piętrze w 1 piętrowym budynku z 2009 r. 
Powierzchnia użytkowa mieszkania wynosi  84,08 m 2  . W skład mieszkania wc...",https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-mieczykowa-3-pokojowe-o2w4m6
3833090,549000,47.0,3,Kraków Mistrzejowice,os. Złotego Wieku,Mieszkanie,Tak,"Sprzedam mieszkanie do remontu na os. Złotego Wieku 53.

Trzy niezależne pokoje, osobna kuchnia, łazienka, przedpokój - w sumie 47,7 m2.
Do tego piwnica - 1,6 m2.
Duży pokój posiada balkon.

Mieszkanie jest do kapitalnego remontu, znajduje się na pierwszym piętrze w bloku z windą.

Lokalizacja jest ...",https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-zlotego-wieku-3-pokojowe-s6e5t0
3832368,748000,47.0,3,Kraków Krowodrza,ul. Władysława Łokietka,Mieszkanie,Tak,"Na sprzedaż: 3-pokojowe mieszkanie z miejscem parkingowym ul. Łokietka, Kraków, kontakt: 5*3*5*6*9*1*6*9*1
Cena: 799 000 zł (do negocjacji)
Powierzchnia: 53 m² (47 m² powierzchni mieszkalnej + 6 m² zabudowana loggia)
Piętro: 2/10
Typ budynku: blok z windą, rok budowy 1975
Czynsz: 700 zł
Opis nieruch...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-wladyslawa-lokietka-3-pokojowe-m3r2s5
3830874,682000,36.0,2,Kraków Ruczaj,ul. Raciborska,Mieszkanie,Tak,"2 pokojowe z osobną kuchnią słoneczne mieszkanie, dla rodziny, pary, wynajem itp. Dostępne w ciągu tygodnia od podpisania umowy.  Może być na kredyt. Blok z 2016 roku, okna na południe. Atrakcyjna propozycja. Do UJ 10 min. piechotą.",https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-raciborska-2-pokojowe-l7x1h7
3837378,640000,41.0,2,Kraków,ul. Mieczysława Pszona,Mieszkanie,Nie,"Do sprzedania 2-pokojowe mieszkanie, z oddzielną kuchnią i balkonem przy ul. Mieczysława Pszona (Śródmieście-Ugorek), w pobliżu ul. Meissnera.
Mieszkanie jest położone na drugim piętrze trzypiętrowego, kameralnego budynku wybudowanego z cegły w 1997 r. Parkowanie na ogrodzonym terenie.
Mieszkanie o ...",https://adresowo.pl/o/mieszkanie-krakow-ul-mieczyslawa-pszona-2-pokojowe-a5a1f1
3835138,825000,43.0,2,Kraków Płaszów,ul. Bagrowa,Mieszkanie,Nie,"Na sprzedaż ciepłe i słoneczne mieszkanie w inwestycji Bagry Park, zrealizowanej i oddanej do użytku w 2017 roku. Mieszkanie jest w pełni wyposażone i aktualnie zamieszkałe, a w cenie pozostaje kompletne AGD (zmywarka, piekarnik, płyta indukcyjna, lodówka). 
Niewątpliwym atutem jest bardzo duży tara...",https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-bagrowa-2-pokojowe-w3k2j1
3830700,1100000,70.0,3,Kraków Grzegórzki,al. Pokoju,Mieszkanie,Tak,"BEZPOŚREDNIO Na sprzedaż: 3-pokojowe mieszkanie ok.70 m² – Grzegórzki

Sprzedam przestronne i bardzo jasne mieszkanie o powierzchni ok. 70 m², położone na 2. piętrze w zadbanym, ocieplonym budynku z dwiema cichobieżnymi windami.

Układ i standard mieszkania:

• salon z otwartą kuchnią – 31,5 m², peł...",https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-al-pokoju-3-pokojowe-x8b8l3
3830274,1750000,51.0,3,Kraków Kazimierz,ul. Estery,Mieszkanie,Tak,"Kraków - Kazimierz - ul. Estery - 51 m²

Nieruchomość: Na sprzedaż przestronne, 3-pokojowe mieszkanie o powierzchni 51 m², położone w klimatycznej kamienicy z XIX wieku. Lokal znajduje się na pierwszym piętrze w 4-piętrowym budynku.

Układ pomieszczeń:
- osobna kuchnia,
- 3 pokoje,
- korytarz,
- łaz...",https://adresowo.pl/o/mieszkanie-krakow-kazimierz-ul-estery-3-pokojowe-b8v3f4
3829902,1299000,60.0,3,Kraków Krowodrza,ul. Stanisława Przybyszewskiego,Mieszkanie,Tak,"Nie współpracujemy z biurami nieruchomości. Prosimy o kontakt tylko bezpośrednio z zainteresowanym klientem.

Opis:
Na sprzedaż nowoczesne mieszkanie o powierzchni 60 m2 w Krakowie przy ul. Stanisława Przybyszewskiego.
Mieszkanie znajduje się na 5. piętrze w 8-piętrowym apartamentowcu z windą, na za...",https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-stanislawa-przybyszewskiego-3-pokojowe-c8p7z8
3835118,1599999,81.0,3,Kraków Prądnik Biały,ul. Papierni Prądnickich,Mieszkanie,Nie,"Na sprzedaż wyjątkowy apartament o powierzchni 81,85 m2 wykończony w standardzie premium 
z widokowym tarasem o powierzchni 77,35 m2 oraz 3 miejscami postojowymi i komórka lokatorską
w podziemnej hali garażowej w północnej części Krakowa przy ulicy Papierni Prądnickich 80

APARTAMENT :

Jasny i słon...",https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-papierni-pradnickich-3-pokojowe-j1f3a2
3832054,759000,53.0,3,Kraków,ul. Henryka i Karola Czeczów,Mieszkanie,Nie,"Kraków Złocień ul. Henryka i Karola Czeczów // 53 m2 // 3 pokoje + Taras + Miejsce postojowe
NOWE BUDOWNICTWO
We speak english

Zapraszamy do zapoznania się z ofertą przestronnego, ustawnego 3 pokojowego mieszkania na Krakowskim Złocieniu.
Mieszkanie o powierzchni 53 m2 znajduje się na parterze w 3 ...",https://adresowo.pl/o/mieszkanie-krakow-ul-henryka-i-karola-czeczow-3-pokojowe-y6g2l9
3828530,770000,52.0,2,Kraków Górka Narodowa,ul. Macieja Słomczyńskiego,Mieszkanie,Tak,"Sprzedam mieszkanie - bez pośredników.

Powierzchnia 52,27m2
Taras 45m2 + mały balkon 
Łazienka 4,09m2
Kuchnia otwarta na salon 6,11m2
Salon 20,23m2
Pokój 10.58m2

Poza łazienką i niewielkim fragmentem przedpokoju piękny dębowy parkiet.

Mieszkanie z układem wschód-południe.

Blok z 2004 roku.
Ogrze...",https://adresowo.pl/o/mieszkanie-krakow-gorka-narodowa-ul-macieja-slomczynskiego-2-pokojowe-c5q1p4
3827846,2550000,98.0,3,Kraków Salwator,ul. Bolesława Komorowskiego,Mieszkanie,Tak,"Sprzedam mieszkanie na Salwatorze przy ul.Kościuszki (nowo wyremontowanej).W okolicy :
-Las Wolski
-Wały Wiślane(spacerkiem 10 min.na Wawel)
-Błonia
-Park Jordana
-Przychodnia 
-Plac targowy
-Szkoły
-Przedszkola
-Pętla tramwajowa i autobusowa
Mieszkanie po remoncie.
Mieszkanie strona północno-połudn...",https://adresowo.pl/o/mieszkanie-krakow-salwator-ul-boleslawa-komorowskiego-3-pokojowe-d6x8x0
3826982,799000,70.0,4,Kraków Prokocim,ul. Jana Kozietulskiego,Mieszkanie,Tak,"OKAZJA! BEZPOŚREDNIO OD WŁAŚCICIELA

---

4-POKOJOWE MIESZKANIE Z OSOBNĄ KUCHNIĄ I BALKONEM - UL. KOZIETULSKIEGO, KRAKÓW

Na sprzedaż przestronne i funkcjonalne mieszkanie o powierzchni 70,4 m², położone na 4. piętrze w czteropiętrowym bloku z lat 90. (bez windy) przy ul. Kozietulskiego: spokojnej, ...",https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-jana-kozietulskiego-4-pokojowe-q3c3h2
3831504,930000,50.0,2,Kraków Śródmieście,ul. Stanisława Staszica,Mieszkanie,Nie,"Oferujemy do sprzedaży  mieszkanie 2 pokojowe  zlokalizowane w rejonie  ul. Staszica (Śródmieście, Stare Miasto).  
    
Mieszkanie:  
 
- 2 osobne pokoje, oddzielna jasna kuchnia, łazienka z toaletą oraz przedpokój 
- balkon (3m2) 
- dwie piwnice - łącznie 17m2 
- ogrzewanie i ciepła woda z pieca g...",https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-stanislawa-staszica-2-pokojowe-y3o0x4
